true_news,not_similar
"อย. อนุมัติฉีดวัคซีน 'ไฟเซอร์' ในกลุ่มเด็ก 5-11 ปี ลดขนาดฉีดเหลือ 10 ไมโครกรัม จำนวน 2 เข็ม ห่างกัน 21 วัน

","อย. อนุมัติฉีดวัคซีน 'ไฟเบอร์' ในกลุ่มเด็ก 5-11 ปี ลดขนาดฉีดเหลือ 10 ไมโครกรัม จำนวน 2 เข็ม ห่างกัน 21 วัน

"
"‘หมอยง’ ชี้ ไทยฉีดวัคซีนเชื้อตายก่อน mRNA มาถูกทางแล้ว เตรียมตีแผ่สู่นานาชาติ
","‘หมอยง’ ชี้ ไทยฉีดวัคซีนเชื้อตายก่อน mRNA มาถูกทางแล้ว เตรียมตีแผ่สู่นานาชาติ
"
อิสราเอลเผย วัคซีนเข็ม 4 เพิ่มภูมิได้มากขึ้น แต่ยังไม่พอป้องกันติดเชื้อโอมิครอน,อิสราเอลเผย วัคซีนเข็ม 4 เพิ่มภูมิได้มากขึ้น แต่ยังไม่พอป้องกันติดเชื้อโอมิครอน
"นักวิทย์ สหรัฐฯ เปิดตัวสูตรวัคซีนโควิดตัวใหม่ ราคา 50 บาท ประสิทธิภาพสูง 90%

","นักวิทย์ เกาหลีใต้ฯ เปิดตัวสูตรวัคซีนโควิดตัวใหม่ ราคา 50 บาท ประสิทธิภาพสูง 90%

"
"แฟลชนิวส์ 18.55 น. (17 ม.ค. 65)

-กทม.เตรียมฉีดวัคซีนโควิด-19ในเด็กอายุตั้งแต่ 5-11 ปี
-หลวงพ่อโสธรมีรอยกะเทาะแตกจนเห็นเนื้อใน
-เจ้าอาวาสยุติพิธีลงนะหน้าทองแบบเต็มใบหน้าแล้ว","แฟลชนิวส์ 18.55 น. (17 ม.ค. 65)

-กทม.เตรียมฉีดวัคซีนโควิด-19ในเด็กอายุตั้งแต่ 5-11 ปี
-หลวงพ่อโสธรมีรอยกะเทาะแตกจนเห็นเนื้อใน
-เจ้าอาวาสยุติพิธีลงนะหน้าทองแบบเต็มใบหน้าแล้ว"
"นักวิทย์สหรัฐฯ ไม่หวงสูตร คิดค้นวัคซีนโควิดตัวใหม่ ต้นทุนผลิตแค่ 50 บาท 

","นักวิทย์เกาหลีใต้ฯ ไม่หวงสูตร คิดค้นวัคซีนโควิดตัวใหม่ ต้นทุนผลิตแค่ 50 บาท 

"
"เริ่มแล้ว! รพ.ศรีธัญญา เปิดให้ของฉีดวัคซีน เข็ม 2-3 ‘ไฟเซอร์-โมเดอร์นา’
","เริ่มแล้ว! รพ.ศรีธัญญา เปิดให้ของฉีดวัคซีน เข็ม 2-3 ‘ไฟเบอร์-โมเดอร์เนอร์’
"
"ศธ.360 องศา ศธ.เตรียมจัดฉีดวัคซีนไฟเซอร์เด็ก อายุ 5-11 ปี
","ศธ.360 องศา ศธ.เตรียมจัดฉีดวัคซีนไฟเบอร์เด็ก อายุ 5-11 ปี
"
"แฟลชนิวส์ 15.54 น. (15 ม.ค. 65)

- กรมควบคุมโรค ย้ำฉีดวัคซีนเข็มกระตุ้นป้องกันโอมิครอนได้ 
- ไปรษณีย์ แจง พนง.ศูนย์โคราชติดโควิด หายป่วยทั้งหมดแล้ว
- จนท.ตรวจค้นหาหลักฐานเพิ่ม คดีฆ่าชำแหละเสือโคร่ง","แฟลชนิวส์ 15.54 น. (15 ม.ค. 65)

- กรมควบคุมโรค ย้ำฉีดวัคซีนเข็มกระตุ้นป้องกันโอมิครอนได้ 
- ไปรษณีย์ แจง พนง.ศูนย์โคราชติดโควิด หายป่วยทั้งหมดแล้ว
- จนท.ตรวจค้นหาหลักฐานเพิ่ม คดีฆ่าชำแหละเสือโคร่ง"
"อังกฤษมั่นใจวัคซีนช่วยลดเสี่ยงเข้า รพ. ชี้ ‘โอมิครอน’ ระบาดในประเทศเริ่มลดลง
","อังกฤษมั่นใจวัคซีนช่วยลดเสี่ยงเข้า รพ. ชี้ ‘โอมิครอน’ ระบาดในประเทศเริ่มลดลง
"
รพ.เครือธนบุรี แก้ปมดรามาลูกค้าโวย แจ้งขยายเวลา นัดฉีด ‘โมเดอร์นา’ ไม่เกิน 31 พ.ค.65,รพ.เครือธนบุรี แก้ปมดรามาลูกค้าโวย แจ้งขยายเวลา นัดฉีด ‘โมเดอร์เนอร์’ ไม่เกิน 31 พ.ค.65
ฉีดไฟเซอร์ในเด็ก 5-11 ปี อย.แจงปรับสูตร-ใช้โดสต่างจากผู้ใหญ่,ฉีดไฟเบอร์ในเด็ก 5-11 ปี อย.แจงปรับสูตร-ใช้โดสต่างจากผู้ใหญ่
โมเดอร์นา' ฟรี! มาแล้ว สำหรับคนที่จองคิวฉีดเข็ม 3 ที่บางซื่อ,โมเดอร์เนอร์' ฟรี! มาแล้ว สำหรับคนที่จองคิวฉีดเข็ม 3 ที่บางซื่อ
ซีอีโอไฟเซอร์ลั่น 'วัคซีนต้านโอมิครอน' พร้อมใช้มีนาคมนี้ ,ซีอีโอไฟเบอร์ลั่น 'วัคซีนต้านโอมิครอน' พร้อมใช้มีนาคมนี้ 
"คนแห่ฉีดวัคซีน 'ศูนย์ฉีดบางซื่อ' ย้ำไม่รับวอล์กอินเข็ม 3 - เปิดสถิติฉีดวัคซีนไทย
","คนแห่ฉีดวัคซีน 'ศูนย์ฉีดบางซื่อ' ย้ำไม่รับวอล์กอินเข็ม 3 - เปิดสถิติฉีดวัคซีนไทย
"
"ศูนย์ฉีดวัคซีนกลางบางซื่อ เปิดลงทะเบียนผ่านค่ายมือถือ ฉีดเข็ม 3 เป็น ‘ไฟเซอร์’
","ศูนย์ฉีดวัคซีนกลางบางซื่อ เปิดลงทะเบียนผ่านค่ายมือถือ ฉีดเข็ม 3 เป็น ‘ไฟเบอร์’
"
"ศบค.ยกระดับคุมโควิด เพิ่ม 'พื้นที่สีส้ม' เป็น 69 จว. - แนะสูตรฉีดวัคซีนเข็ม 4

","ศคบ.ยกระดับคุมโควิด เพิ่ม 'พื้นที่สีส้ม' เป็น 69 จว. - แนะสูตรฉีดวัคซีนเข็ม 4

"
ศูนย์ฉีดวัคซีนกลางบางซื่อ แจ้งลงทะเบียนฉีดวัคซีนเข็ม 3 ชนิด “ไฟเซอร์” ผ่านค่ายมือถือเท่านั้น ไม่รับวอล์กอิน เริ่มฉีด 10 ม.ค. นี้,ศูนย์ฉีดวัคซีนกลางบางซื่อ แจ้งลงทะเบียนฉีดวัคซีนเข็ม 3 ชนิด “ไฟเบอร์” ผ่านค่ายมือถือเท่านั้น ไม่รับวอล์กอิน เริ่มฉีด 10 ม.ค. นี้
ผู้นำอิสราเอลยืนยัน วัคซีนเข็ม 4 กระตุ้นภูมิได้ 5 เท่า แถมปลอดภัยเหมือนเข็ม 3 ,ผู้นำอิสราเอลยืนยัน วัคซีนเข็ม 4 กระตุ้นภูมิได้ 5 เท่า แถมปลอดภัยเหมือนเข็ม 3 
เร่งตรวจสายพันธุ์โควิด 2 นทท.อินเดีย - 'หมอธีระวัฒน์' ชี้ วัคซีน 3 เข็ม กันติดได้ 60-70% ,เร่งตรวจสายพันธุ์โควิด 2 นทท.อินเดีย - 'หมอธีระวัฒน์' ชี้ วัคซีน 3 เข็ม กันติดได้ 60-70% 
"สหรัฐฯ อนุมัติฉีดไฟเซอร์เข็มกระตุ้น ในเด็ก 12-15 ปี 
","เกาหลีใต้ฯ อนุมัติฉีดไฟเบอร์เข็มกระตุ้น ในเด็ก 12-15 ปี 
"
โอมิครอนลาม 130 ประเทศทั่วโลก - อังกฤษเผยฉีดวัคซีนเข็ม 3 ป้องกันเข้า รพ.ได้ 88%,โอมิครอนลาม 130 ประเทศทั่วโลก - อังกฤษเผยฉีดวัคซีนเข็ม 3 ป้องกันเข้า รพ.ได้ 88%
"หมอศิริราช เผยผลศึกษา ซิโนแวค 2 เข็ม บูสต์เข็ม 3 รับโอมิครอนไม่ไหว แนะเร่งฉีดเข็ม 4 mRNA

","หมอศิริราช เผยผลศึกษา ซิโนไทย 2 เข็ม บูสต์เข็ม 3 รับโอมิครอนไม่ไหว แนะเร่งฉีดเข็ม 4 mRNA

"
"แอสตราเซเนกา ส่งมอบวัคซีนให้ไทยครบตามแผนแล้ว ปี 65 เตรียมรับอีก 60 ล้านโดส
","แอสตราเซเนกา ส่งมอบวัคซีนให้ไทยครบตามแผนแล้ว ปี 65 เตรียมรับอีก 60 ล้านโดส
"
"หมอศิริราช เผยผลศึกษา ซิโนแวค 2 เข็ม บูสต์เข็ม 3 รับโอมิครอนไม่ไหว แนะเร่งฉีดเข็ม 4 mRNA
","หมอศิริราช เผยผลศึกษา ซิโนไทย 2 เข็ม บูสต์เข็ม 3 รับโอมิครอนไม่ไหว แนะเร่งฉีดเข็ม 4 mRNA
"
"กทม.เตรียมแผนวัคซีนเข็ม 4 ฉีดซิโนแวคได้แอสตราฯ - ฉีดแอสตราฯ ได้ไฟเซอร์

","กทม.เตรียมแผนวัคซีนเข็ม 4 ฉีดซิโนไทยได้แอสตราฯ - ฉีดแอสตราฯ ได้ไฟเบอร์

"
สธ.ย้ำแผนรับมือโอมิครอน เร่งสำรองยา-ฉีดวัคซีนเข็มกระตุ้น,สธ.ย้ำแผนรับมือโอมิครอน เร่งสำรองยา-ฉีดวัคซีนเข็มกระตุ้น
"สธ.จ่อถกเพิ่มสูตรวัคซีน ‘แอสตราฯ 3 เข็ม’ หลังผลศึกษาชี้ สู้ ‘โอมิครอน’ ได้
","สธ.จ่อถกเพิ่มสูตรวัคซีน ‘แอสตราฯ 3 เข็ม’ หลังผลศึกษาชี้ สู้ ‘โอมิครอน’ ได้
"
"‘ซิลลิค ฟาร์มา’ ทยอยส่งวัคซีน ‘โมเดอร์นา’ 3.7 ล้านโดส ให้ไทยภายใน ม.ค.65
","‘ซิลลิค ฟาร์มา’ ทยอยส่งวัคซีน ‘โมเดอร์เนอร์’ 3.7 ล้านโดส ให้ไทยภายใน ม.ค.65
"
"ความหวังของหมู่บ้าน สหรัฐฯ เตรียมเปิดตัวซูเปอร์วัคซีน  ต้านทั้งซารส์ และ โควิด-19 ทุกสายพันธุ์

","ความหวังของหมู่บ้าน เกาหลีใต้ฯ เตรียมเปิดตัวซูเปอร์วัคซีน  ต้านทั้งซารส์ และ โควิด-19 ทุกสายพันธุ์

"
"ไฟเขียวฉีดวัคซีนเข็ม 4 กระตุ้นภูมิให้ด่านหน้า - จัดฉีดไฟเซอร์ให้เด็ก 5-11 ปี
","ไฟเขียวฉีดวัคซีนเข็ม 4 กระตุ้นภูมิให้ด่านหน้า - จัดฉีดไฟเบอร์ให้เด็ก 5-11 ปี
"
"โอมิครอมโจมตีอังกฤษ ติดเชื้อรายวันทะลุแสน หมอชี้ผู้ป่วยอาการหนัก 9 ใน 10 ไม่ฉีดวัคซีน
","โอมิครอมโจมตีอังกฤษ ติดเชื้อรายวันทะลุแสน หมอชี้ผู้ป่วยอาการหนัก 9 ใน 10 ไม่ฉีดวัคซีน
"
WHO ยืนยัน 'โอมิครอน' ระบาดเร็วกว่า 'เดลตา' คนฉีดวัคซีน-เคยติดโควิดแล้ว ติดซ้ำได้,WHO ยืนยัน 'โอมิครอน' ระบาดเร็วกว่า 'เดลตา' คนฉีดวัคซีน-เคยติดโควิดแล้ว ติดซ้ำได้
"อย. อนุมัติวัคซีนไฟเซอร์ในกลุ่มเด็ก 5 - 11 ปี

นายแพทย์ไพศาล ดั่นคุ้ม เลขาธิการ อย. เปิดเผยว่า  ได้อนุมัติให้ใช้วัคซีนของบริษัท ไฟเซอร์ จำกัด สำหรับกลุ่มเด็กอายุ 5-11 ปี แล้ว โดยลดขนาดลงเหลือ 1 ใน 3  ของผู้มีอายุ 12 ปีขึ้นไป 
","อย. อนุมัติวัคซีนไฟเบอร์ในกลุ่มเด็ก 5 - 11 ปี

นายแพทย์ไพศาล ดั่นคุ้ม เลขาธิการ อย. เปิดเผยว่า  ได้อนุมัติให้ใช้วัคซีนของบริษัท ไฟเบอร์ จำกัด สำหรับกลุ่มเด็กอายุ 5-11 ปี แล้ว โดยลดขนาดลงเหลือ 1 ใน 3  ของผู้มีอายุ 12 ปีขึ้นไป 
"
"ไฟเซอร์ เชื่อโควิด-19 จะยืดเยื้อไปจนถึงปี 2024 พร้อมเร่งพัฒนาวัคซีนแบบ 3 โดส ให้เด็ก
","ไฟเบอร์ เชื่อโควิด-19 จะยืดเยื้อไปจนถึงปี 2024 พร้อมเร่งพัฒนาวัคซีนแบบ 3 โดส ให้เด็ก
"
สธ.เปิดสูตรฉีดวัคซีนโควิด ม.ค.65 และเข็มกระตุ้น ย้ำฉีดเข็ม 4 เร็วไปไม่มีประโยชน์,สธ.เปิดสูตรฉีดวัคซีนโควิด ม.ค.65 และเข็มกระตุ้น ย้ำฉีดเข็ม 4 เร็วไปไม่มีประโยชน์
"ไฟเซอร์' เผยยาเม็ด 'แพกซ์โลวิด' ยังสู้โอมิครอนได้ ช่วยลดเสี่ยงอาการหนักได้ 89%

","ไฟเบอร์' เผยยาเม็ด 'แพกซ์โลวิด' ยังสู้โอมิครอนได้ ช่วยลดเสี่ยงอาการหนักได้ 89%

"
"ไฟเซอร์' เผยยาเม็ด 'แพกซ์โลวิด' ยังสู้โอมิครอนได้ ช่วยลดเสี่ยงอาการหนักได้ 89% Ch3ThailandNews Ch3Plus ข่าวช่อง3 ต่างประเทศ
","ไฟเบอร์' เผยยาเม็ด 'แพกซ์โลวิด' ยังสู้โอมิครอนได้ ช่วยลดเสี่ยงอาการหนักได้ 89% Ch3ThailandNews Ch3Plus ข่าวช่อง3 ต่างประเทศ
"
"อนุทินเผย วัคซีน Pfizer เด็ก 5-11 ปี ถึงไทยล็อตแรกจะเข้ามาถึงประเทศไทยวันที่ 26 มกราคมนี้ จำนวน 3 ล้านโดส ก่อนฉีดคิวแรก 31 ม.ค. ให้เด็กที่มีโรคประจำตัวก่อน

อ่านต่อที่ ","อนุทินเผย วัคซีน Pfizer เด็ก 5-11 ปี ถึงไทยล็อตแรกจะเข้ามาถึงประเทศไทยวันที่ 26 มกราคมนี้ จำนวน 3 ล้านโดส ก่อนฉีดคิวแรก 31 ม.ค. ให้เด็กที่มีโรคประจำตัวก่อน

อ่านต่อที่ "
"งานวิจัยชี้ ผู้ได้รับการฉีดวัคซีน Sputnik V นั้นมีระดับภูมิคุ้มกันที่สามารถต้านทานโควิดสายพันธุ์โอมิครอนลดลงน้อยกว่าเมื่อเทียบกับผู้ได้รับการฉีดวัคซีน Pfizer

อ่านต่อที่ ","งานวิจัยชี้ ผู้ได้รับการฉีดวัคซีน Sputnik V นั้นมีระดับภูมิคุ้มกันที่สามารถต้านทานโควิดสายพันธุ์โอมิครอนลดลงน้อยกว่าเมื่อเทียบกับผู้ได้รับการฉีดวัคซีน Pfizer

อ่านต่อที่ "
"Pfizer เผย ยาเม็ดรักษาโควิด Paxlovid มีประสิทธิภาพจัดการเชื้อโอมิครอน
 
","Pfizer เผย ยาเม็ดรักษาโควิด Paxlovid มีประสิทธิภาพจัดการเชื้อโอมิครอน
 
"
"แพทย์ชี้แจงเรื่องการเกิดโรคตุ่มน้ำพองใสหลังได้รับการฉีดวัคซีนโควิดนั้น อาจเกิดขึ้นได้ แต่ไม่ใช่โรคติดต่อและรักษาหายได้
","แพทย์ชี้แจงเรื่องการเกิดโรคตุ่มน้ำพองใสหลังได้รับการฉีดวัคซีนโควิดนั้น อาจเกิดขึ้นได้ แต่ไม่ใช่โรคติดต่อและรักษาหายได้
"
"ผลการศึกษาอิสราเอลชี้ วัคซีนโควิดเข็มที่ 4 อาจมีประสิทธิภาพไม่เพียงพอที่จะป้องกันการติดเชื้อโอมิครอน

","ผลการศึกษาอิสราเอลชี้ วัคซีนโควิดเข็มที่ 4 อาจมีประสิทธิภาพไม่เพียงพอที่จะป้องกันการติดเชื้อโอมิครอน

"
"กรมควบคุมโรค เผยขณะนี้มีการฉีดวัคซีนไปแล้วกว่า 108 ล้านโดส ผู้ที่ได้รับวัคซีนเข็ม 3 ทั้งสูตร AstraZeneca และ Pfizer มีประสิทธิผลป้องกันการติดโรคโควิดสายพันธุ์โอมิครอนได้มากถึง 80-90%
","กรมควบคุมโรค เผยขณะนี้มีการฉีดวัคซีนไปแล้วกว่า 108 ล้านโดส ผู้ที่ได้รับวัคซีนเข็ม 3 ทั้งสูตร AstraZeneca และ Pfizer มีประสิทธิผลป้องกันการติดโรคโควิดสายพันธุ์โอมิครอนได้มากถึง 80-90%
"
"อัปเดตแนวทางฉีดวัคซีนโควิด ปี 2565

เมื่อไม่นานมานี้กระทรวงสาธารณสุขเปิดเผยมติคำแนะนำวัคซีนโควิด ซึ่งเป็นแนวทางใหม่ที่จะเริ่มใช้ในปี 2565 โดยเพิ่มแนวทางการฉีดวัคซีนเข็มที่ 4 เข้ามาอยู่ในลิสต์ดังกล่าวด้วย 

โควิด19 COVID19 
ฉีดวัคซีนโควิด
","อัปเดตแนวทางฉีดวัคซีนโควิด ปี 2565

เมื่อไม่นานมานี้กระทรวงสาธารณสุขเปิดเผยมติคำแนะนำวัคซีนโควิด ซึ่งเป็นแนวทางใหม่ที่จะเริ่มใช้ในปี 2565 โดยเพิ่มแนวทางการฉีดวัคซีนเข็มที่ 4 เข้ามาอยู่ในลิสต์ดังกล่าวด้วย 

โควิด19 COVID19 
ฉีดวัคซีนโควิด
"
"WHO เตือน การฉีดวัคซีนเข็มกระตุ้นสูตรดั้งเดิมหลายเข็ม อาจไม่ใช่วิธีรับมือโควิดที่มีประสิทธิภาพในระยะยาว

","WHO เตือน การฉีดวัคซีนเข็มกระตุ้นสูตรดั้งเดิมหลายเข็ม อาจไม่ใช่วิธีรับมือโควิดที่มีประสิทธิภาพในระยะยาว

"
"Pfizer เดินหน้าพัฒนาวัคซีนโควิดต้านโอมิครอนแล้ว คาดเริ่มส่งมอบให้สหรัฐฯ ได้ช่วงเดือนมีนาคมนี้

","Pfizer เดินหน้าพัฒนาวัคซีนโควิดต้านโอมิครอนแล้ว คาดเริ่มส่งมอบให้เกาหลีใต้ฯ ได้ช่วงเดือนมีนาคมนี้

"
"กรมการแพทย์รับเด็กป่วยโควิดวัย 4 เดือน เข้ารักษาแล้ว หลังหา รพ. พร้อมเปิดแผนดูแลรักษาผู้ป่วยเด็กที่ติดเชื้อ โดยได้เตรียมความพร้อมรองรับการฉีดวัคซีนกลุ่มเด็ก 5-11 ปี และจะเร่งฉีดเด็กกลุ่มนี้ให้เร็วที่สุด
","กรมการพยาบาลรับเด็กป่วยโควิดวัย 4 เดือน เข้ารักษาแล้ว หลังหา รพ. พร้อมเปิดแผนดูแลรักษาผู้ป่วยเด็กที่ติดเชื้อ โดยได้เตรียมความพร้อมรองรับการฉีดวัคซีนกลุ่มเด็ก 5-11 ปี และจะเร่งฉีดเด็กกลุ่มนี้ให้เร็วที่สุด
"
"ศูนย์ฉีดวัคซีนกลางบางซื่อ ออกประกาศจะให้บริการวัคซีนเข็มกระตุ้น เข็มที่ 3 ต้องลงทะเบียนเท่านั้น ไม่รับ Walk-in หน้างาน เริ่มเปิดจองวันนี้ ตั้งแต่เวลา 09.00 น. 
","ศูนย์ฉีดวัคซีนกลางบางซื่อ ออกประกาศจะให้บริการวัคซีนเข็มกระตุ้น เข็มที่ 3 ต้องลงทะเบียนเท่านั้น ไม่รับ Walk-in หน้างาน เริ่มเปิดจองวันนี้ ตั้งแต่เวลา 09.00 น. 
"
"ศบค. เผยยอดโอไมครอนสะสม 2,338 ราย ยืนยัน การได้รับภูมิคุ้มกันจากวัคซีนดีกว่าภูมิคุ้มกันจากการติดเชื้อแน่นอน
","ศคบ. เผยยอดโอไมครอนสะสม 2,338 ราย ยืนยัน การได้รับภูมิคุ้มกันจากวัคซีนดีกว่าภูมิคุ้มกันจากการติดเชื้อแน่นอน
"
"กรมควบคุมโรค ย้ำผู้ที่ฉีดวัคซีนเข็ม 2 ก่อน พ.ย. 64 ให้ไปรับวัคซีนบูสเตอร์ ส่วนบุคลากรทางการแพทย์ เจ้าหน้าที่ด่านหน้า กลุ่มเสี่ยง ที่ฉีดเข็ม 3 เกิน 3 เดือน ให้เข้ารับเข็ม 4 ได้ เพื่อป้องกันสายพันธุ์โอไมครอน
","กรมควบคุมโรค ย้ำผู้ที่ฉีดวัคซีนเข็ม 2 ก่อน พ.ย. 64 ให้ไปรับวัคซีนบูสเตอร์ ส่วนบุคลากรทางการแพทย์ เจ้าหน้าที่ด่านหน้า กลุ่มเสี่ยง ที่ฉีดเข็ม 3 เกิน 3 เดือน ให้เข้ารับเข็ม 4 ได้ เพื่อป้องกันสายพันธุ์โอไมครอน
"
"FDA มีมติเห็นชอบการฉีดวัคซีนโควิดเข็มกระตุ้น จาก Pfizer-BioNTech ให้กับเด็กอายุ 12-15 ปี รวมถึงย่นระยะเวลาการเข้ารับวัคซีนเข็มกระตุ้นหลังเข้ารับวัคซีน Pfizer-BioNTech เข็มที่ 2 จาก 6 เดือน เหลือ 5 เดือน
","FDA มีมติเห็นชอบการฉีดวัคซีนโควิดเข็มกระตุ้น จาก Pfizer-BioNTech ให้กับเด็กอายุ 12-15 ปี รวมถึงย่นระยะเวลาการเข้ารับวัคซีนเข็มกระตุ้นหลังเข้ารับวัคซีน Pfizer-BioNTech เข็มที่ 2 จาก 6 เดือน เหลือ 5 เดือน
"
"ซิลลิค ฟาร์มา เผยเตรียมส่งมอบวัคซีน Moderna เพิ่มเติมจำนวน 3.7 ล้านโดส แก่องค์การเภสัชกรรมและสมาคมโรงพยาบาลเอกชนภายในเดือนมกราคม 65 
","ซิลลิค ฟาร์มา เผยเตรียมส่งมอบวัคซีน Moderna เพิ่มเติมจำนวน 3.7 ล้านโดส แก่องค์การเภสัชกรรมและสมาคมโรงพยาบาลเอกชนภายในเดือนมกราคม 65 
"
"คณะกรรมการอาหารและยาของสหรัฐอเมริกา (FDA) อนุมัติการใช้งานยาเม็ดต้านโควิด ‘แพ็กซ์โลวิด’ (Paxlovid) จาก Pfizer เป็นกรณีฉุกเฉินแล้ว นับเป็นอีกหนึ่งทางเลือกในการช่วยรับมือกับวิกฤตโควิดที่แพร่ระบาดมานานเกือบ 2 ปีเต็ม
","คณะกรรมการอาหารและยาของเกาหลีใต้อเมริกา (FDA) อนุมัติการใช้งานยาเม็ดต้านโควิด ‘แพ็กซ์โลวิด’ (Paxlovid) จาก Pfizer เป็นกรณีฉุกเฉินแล้ว นับเป็นอีกหนึ่งทางเลือกในการช่วยรับมือกับวิกฤตโควิดที่แพร่ระบาดมานานเกือบ 2 ปีเต็ม
"
"บริษัทด้านเภสัชกรรมยักษ์ใหญ่อย่าง Moderna เผยว่า วัคซีนเข็มกระตุ้น (Booster Shot) หรือวัคซีนเข็มที่ 3 จาก Moderna มีประสิทธิภาพสูงเพียงพอต่อการรับมือเชื้อไวรัสโคโรนากลายพันธุ์สายพันธุ์โอไมครอน 
","บริษัทด้านเภสัชกรรมยักษ์ใหญ่อย่าง Moderna เผยว่า วัคซีนเข็มกระตุ้น (Booster Shot) หรือวัคซีนเข็มที่ 3 จาก Moderna มีประสิทธิภาพสูงเพียงพอต่อการรับมือเชื้อไวรัสโคโรนากลายพันธุ์สายพันธุ์โอไมครอน 
"
"อย. อนุญาตการฉีดวัคซีน Pfizer-BioNTech ในเด็กอายุ 5-11 ปีเป็นยี่ห้อแรก โดยฉีด 2 เข็มห่างกัน 3 สัปดาห์  

วัคซีน Pfizer-BioNTech สำหรับเด็ก 5-11 ปี ผลข้างเคียงเป็นอย่างไร

","อย. อนุญาตการฉีดวัคซีน Pfizer-BioNTech ในเด็กอายุ 5-11 ปีเป็นยี่ห้อแรก โดยฉีด 2 เข็มห่างกัน 3 สัปดาห์  

วัคซีน Pfizer-BioNTech สำหรับเด็ก 5-11 ปี ผลข้างเคียงเป็นอย่างไร

"
"งานศึกษาเผย ประสิทธิภาพวัคซีนเข็มกระตุ้นจาก Sinopharm อาจไม่เพียงพอต่อการรับมือเชื้อ โอไมครอน ระดับภูมิคุ้มกันลดลง 20.1 เท่าเมื่อเทียบกับสายพันธุ์ดั้งเดิม 
","งานศึกษาเผย ประสิทธิภาพวัคซีนเข็มกระตุ้นจาก Sinopharm อาจไม่เพียงพอต่อการรับมือเชื้อ โอไมครอน ระดับภูมิคุ้มกันลดลง 20.1 เท่าเมื่อเทียบกับสายพันธุ์ดั้งเดิม 
"
"อย. อนุมัติการขยายขอบเขตการใช้วัคซีนไฟเซอร์ สำหรับกลุ่มเด็กอายุ 5-11 ปี เพื่อป้องกันโรคโควิดเป็นที่เรียบร้อย 
","อย. อนุมัติการขยายขอบเขตการใช้วัคซีนไฟเบอร์ สำหรับกลุ่มเด็กอายุ 5-11 ปี เพื่อป้องกันโรคโควิดเป็นที่เรียบร้อย 
"
"นายกฯ ปลื้มผลศึกษาวัคซีนสูตรไขว้ของไทยได้รับการยอมรับในระดับสากล ถือเป็นเป็นจุดเริ่มต้นสำคัญที่ทำให้ทั่วโลกยอมรับในแนวทางที่ประเทศไทยดำเนินการให้วัคซีนแก่ประชาชนเป็นแนวทางที่มีประสิทธิภาพที่สุด
","นายกฯ ปลื้มผลศึกษาวัคซีนสูตรไขว้ของไทยได้รับการยอมรับในระดับสากล ถือเป็นเป็นจุดเริ่มต้นสำคัญที่ทำให้ทั่วโลกยอมรับในแนวทางที่ประเทศไทยดำเนินการให้วัคซีนแก่ประชาชนเป็นแนวทางที่มีประสิทธิภาพที่สุด
"
"Pfizer เปิดเผยว่า การทดลอง วัคซีนโควิด19 สำหรับเด็กในกลุ่มเด็กอายุ 2-5 ปี แสดงให้เห็นว่า วัคซีนไม่ได้สร้างภูมิคุ้มกันตามที่คาดหวังในเด็กวัยนี้ บริษัทจึงเตรียมที่จะปรับปรุงการทดลองด้วยการเพิ่มวัคซีนเข็ม 3 ที่มีการลดขนาดวัคซีนลง
","Pfizer เปิดเผยว่า การทดลอง วัคซีนโควิด19 สำหรับเด็กในกลุ่มเด็กอายุ 2-5 ปี แสดงให้เห็นว่า วัคซีนไม่ได้สร้างภูมิคุ้มกันตามที่คาดหวังในเด็กวัยนี้ บริษัทจึงเตรียมที่จะปรับปรุงการทดลองด้วยการเพิ่มวัคซีนเข็ม 3 ที่มีการลดขนาดวัคซีนลง
"
"อนุทิน รณรงค์ให้ประชนชนมารับบริการ เพื่อความปลอดภัยของคนไทย สำหรับผู้ที่ฉีดวัคซีนคู่เชื้อตาย และคู่ AstraZeneca ครบในเดือนกันยายนที่ผ่านมา สามารถมารับเข็มบูสเตอร์ได้แล้ว
","อนุทิน รณรงค์ให้ประชนชนมารับบริการ เพื่อความปลอดภัยของคนไทย สำหรับผู้ที่ฉีดวัคซีนคู่เชื้อตาย และคู่ AstraZeneca ครบในเดือนกันยายนที่ผ่านมา สามารถมารับเข็มบูสเตอร์ได้แล้ว
"
"ศูนย์ควบคุมและป้องกันโรค สหรัฐอเมริกา (CDC) แนะให้ประชาชนเข้ารับวัคซีนโควิดจาก Pfizer และ Moderna มากกว่าวัคซีนโควิดจาก Johnson & Johnson เนื่องจากประสิทธิภาพสูงกว่า เสี่ยงภาวะลิ่มเลือดน้อยกว่า
","ศูนย์ควบคุมและป้องกันโรค เกาหลีใต้อเมริกา (CDC) แนะให้ประชาชนเข้ารับวัคซีนโควิดจาก Pfizer และ Moderna มากกว่าวัคซีนโควิดจาก Johnson & Johnson เนื่องจากประสิทธิภาพสูงกว่า เสี่ยงภาวะลิ่มเลือดน้อยกว่า
"
